community_name,district,sub_district,total_price,unit_price,floor_area,layout,rooms,halls,floor,total_floors,orientation,decoration,construction_year,building_age,near_subway,listing_time,listing_link,floor_type,decoration_level,floor_type_encoded,orientation_south,district_Binjiang,district_Fuyang,district_Gongshu,district_Jianggan,district_Linan,district_Linping,district_Qiantang,district_Shangcheng,district_Xiacheng,district_Xiaoshan,district_Xihu,district_Yuhang,floor_ratio,price_per_room,area_per_room,age_category,area_category,price_category
Yango Complex,Linping,Central,181.4,16585.0,109.4,3BR 1LR,3,1,Low Floor,25.0,North,Medium,2014.0,12.0,0,165 days ago,https://hz.lianjia.com/ershoufang/100002887.html,Low Floor,2,0,0,False,False,False,False,False,True,False,False,False,False,False,False,0.25,60.46666666666667,36.46666666666667,10-15yr,90-120sqm,1.5-2M
Fuxing New Village,Qiantang,Dajiangdong,200.7,26298.0,76.3,2BR 2LR,2,2,Middle Floor,32.0,Southwest,Medium,2021.0,5.0,1,127 days ago,https://hz.lianjia.com/ershoufang/100002888.html,Middle Floor,2,1,1,False,False,False,False,False,False,True,False,False,False,False,False,0.5,100.35,38.15,0-5yr,70-90sqm,2-3M
Ziyang Bay,Yuhang,Old Yuhang,266.9,30465.0,87.6,3BR 1LR,3,1,Low Floor,25.0,South,Medium,2019.0,7.0,0,56 days ago,https://hz.lianjia.com/ershoufang/100002889.html,Low Floor,2,0,1,False,False,False,False,False,False,False,False,False,False,False,True,0.25,88.96666666666665,29.2,5-10yr,70-90sqm,2-3M
Qingbo Homeland,Xihu,Sandun,408.7,55304.0,73.9,2BR 1LR,2,1,Low Floor,33.0,West,Medium,2016.0,10.0,1,64 days ago,https://hz.lianjia.com/ershoufang/100002890.html,Low Floor,2,0,0,False,False,False,False,False,False,False,False,False,False,True,False,0.25,204.35,36.95,5-10yr,70-90sqm,4-5M
Greentown Court,Linping,Central,375.0,35745.0,104.9,4BR 2LR,4,2,High Floor,25.0,Southeast,Unfinished,2016.0,10.0,1,133 days ago,https://hz.lianjia.com/ershoufang/100002891.html,High Floor,0,2,1,False,False,False,False,False,True,False,False,False,False,False,False,0.75,93.75,26.225,5-10yr,90-120sqm,3-4M
Wensan Center,Gongshu,Kangqiao,302.8,40696.0,74.4,2BR 1LR,2,1,Middle Floor,32.0,Southwest,Fine,2000.0,26.0,1,32 days ago,https://hz.lianjia.com/ershoufang/100002892.html,Middle Floor,3,1,1,False,False,True,False,False,False,False,False,False,False,False,False,0.5,151.4,37.2,20-30yr,70-90sqm,3-4M
Wensan City,Yuhang,Old Yuhang,177.6,15193.0,116.9,2BR 1LR,2,1,Middle Floor,33.0,South,Fine,2011.0,15.0,0,100 days ago,https://hz.lianjia.com/ershoufang/100002893.html,Middle Floor,3,1,1,False,False,False,False,False,False,False,False,False,False,False,True,0.5,88.8,58.45,10-15yr,90-120sqm,1.5-2M
Cuiyuan Court,Yuhang,Wuchang,323.2,29174.0,110.8,3BR 2LR,3,2,Low Floor,6.0,North-South,Unfinished,2013.0,13.0,0,147 days ago,https://hz.lianjia.com/ershoufang/100002894.html,Low Floor,0,0,1,False,False,False,False,False,False,False,False,False,False,False,True,0.25,107.73333333333333,36.93333333333333,10-15yr,90-120sqm,3-4M
Poly Apartment,Xihu,Sandun,429.5,35349.0,121.5,1BR 0LR,1,0,High Floor,25.0,South,Medium,1999.0,27.0,1,93 days ago,https://hz.lianjia.com/ershoufang/100002895.html,High Floor,2,2,1,False,False,False,False,False,False,False,False,False,False,True,False,0.75,429.5,121.5,20-30yr,120-150sqm,4-5M
Vanke New Village,Gongshu,Banshan,400.1,39031.0,102.5,3BR 2LR,3,2,Low Floor,7.0,North-South,Medium,2007.0,19.0,0,137 days ago,https://hz.lianjia.com/ershoufang/100002896.html,Low Floor,2,0,1,False,False,True,False,False,False,False,False,False,False,False,False,0.25,133.36666666666667,34.166666666666664,15-20yr,90-120sqm,4-5M
CIFI City,Gongshu,Daguan,639.3,52965.0,120.7,3BR 2LR,3,2,Low Floor,32.0,Southwest,Luxury,2007.0,19.0,0,116 days ago,https://hz.lianjia.com/ershoufang/100002897.html,Low Floor,4,0,1,False,False,True,False,False,False,False,False,False,False,False,False,0.25,213.1,40.233333333333334,15-20yr,120-150sqm,>5M
Daguan Plaza,Xiaoshan,Shushan,266.3,27570.0,96.6,3BR 2LR,3,2,Middle Floor,32.0,Southeast,Fine,2025.0,1.0,1,3 days ago,https://hz.lianjia.com/ershoufang/100002898.html,Middle Floor,3,1,1,False,False,False,False,False,False,False,False,False,True,False,False,0.5,88.76666666666667,32.199999999999996,0-5yr,90-120sqm,2-3M
Daguan Complex,Xiaoshan,Ningwei,479.6,47813.0,100.3,1BR 1LR,1,1,High Floor,25.0,South,Medium,2022.0,4.0,0,3 days ago,https://hz.lianjia.com/ershoufang/100002899.html,High Floor,2,2,1,False,False,False,False,False,False,False,False,False,True,False,False,0.75,479.6,100.3,0-5yr,90-120sqm,4-5M
Yango Court,Xiacheng,Central,423.1,46548.0,90.9,1BR 1LR,1,1,Low Floor,25.0,South,Luxury,2005.0,21.0,1,128 days ago,https://hz.lianjia.com/ershoufang/100002900.html,Low Floor,4,0,1,False,False,False,False,False,False,False,False,True,False,False,False,0.25,423.1,90.9,20-30yr,90-120sqm,4-5M
Merchants Place,Shangcheng,Qingbo,419.0,40605.0,103.2,5BR 2LR,5,2,Low Floor,32.0,South,Medium,2005.0,21.0,0,170 days ago,https://hz.lianjia.com/ershoufang/100002901.html,Low Floor,2,0,1,False,False,False,False,False,False,False,True,False,False,False,False,0.25,83.8,20.64,20-30yr,90-120sqm,4-5M
Country Garden Villa,Xiaoshan,Ningwei,347.1,43941.0,79.0,1BR 0LR,1,0,High Floor,18.0,South,Luxury,2023.0,3.0,0,50 days ago,https://hz.lianjia.com/ershoufang/100002902.html,High Floor,4,2,1,False,False,False,False,False,False,False,False,False,True,False,False,0.75,347.1,79.0,0-5yr,70-90sqm,3-4M
Jinmao Bay,Yuhang,Cangqian,412.2,30850.0,133.6,3BR 1LR,3,1,Middle Floor,25.0,South,Fine,2020.0,6.0,0,157 days ago,https://hz.lianjia.com/ershoufang/100002903.html,Middle Floor,3,1,1,False,False,False,False,False,False,False,False,False,False,False,True,0.5,137.4,44.53333333333333,5-10yr,120-150sqm,4-5M
Cuiyuan World,Gongshu,Kangqiao,265.0,27065.0,97.9,4BR 2LR,4,2,Low Floor,11.0,South,Unfinished,2001.0,25.0,0,78 days ago,https://hz.lianjia.com/ershoufang/100002904.html,Low Floor,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,0.25,66.25,24.475,20-30yr,90-120sqm,2-3M
Evergrande Court,Xiacheng,Central,281.6,24768.0,113.7,3BR 2LR,3,2,High Floor,7.0,North,Medium,2007.0,19.0,0,31 days ago,https://hz.lianjia.com/ershoufang/100002905.html,High Floor,2,2,0,False,False,False,False,False,False,False,False,True,False,False,False,0.75,93.86666666666667,37.9,15-20yr,90-120sqm,2-3M
Jinmao Mansion,Xihu,Liuxia,211.1,26930.0,78.4,3BR 2LR,3,2,High Floor,18.0,South,Luxury,2007.0,19.0,1,83 days ago,https://hz.lianjia.com/ershoufang/100002906.html,High Floor,4,2,1,False,False,False,False,False,False,False,False,False,False,True,False,0.75,70.36666666666666,26.133333333333336,15-20yr,70-90sqm,2-3M
CR Land Place,Xiaoshan,Chengxiang,498.8,38819.0,128.5,1BR 1LR,1,1,High Floor,18.0,South,Fine,2008.0,18.0,0,73 days ago,https://hz.lianjia.com/ershoufang/100002907.html,High Floor,3,2,1,False,False,False,False,False,False,False,False,False,True,False,False,0.75,498.8,128.5,15-20yr,120-150sqm,4-5M
Hubin Community,Fuyang,Central,208.9,19636.0,106.4,3BR 2LR,3,2,Low Floor,18.0,Southeast,Medium,2004.0,22.0,0,20 days ago,https://hz.lianjia.com/ershoufang/100002908.html,Low Floor,2,0,1,False,True,False,False,False,False,False,False,False,False,False,False,0.25,69.63333333333334,35.46666666666667,20-30yr,90-120sqm,2-3M
Fuxing Complex,Binjiang,Xixing,586.2,51600.0,113.6,4BR 2LR,4,2,Middle Floor,18.0,Southeast,Unfinished,2019.0,7.0,1,38 days ago,https://hz.lianjia.com/ershoufang/100002909.html,Middle Floor,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False,0.5,146.55,28.4,5-10yr,90-120sqm,>5M
Country Garden Mansion,Xihu,Zhuantang,385.6,51146.0,75.4,2BR 2LR,2,2,Middle Floor,11.0,North-South,Fine,2025.0,1.0,0,125 days ago,https://hz.lianjia.com/ershoufang/100002910.html,Middle Floor,3,1,1,False,False,False,False,False,False,False,False,False,False,True,False,0.5,192.8,37.7,0-5yr,70-90sqm,3-4M
Daguan Community,Binjiang,Puyan,395.4,35024.0,112.9,3BR 2LR,3,2,Middle Floor,11.0,South,Fine,2016.0,10.0,1,120 days ago,https://hz.lianjia.com/ershoufang/100002911.html,Middle Floor,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,0.5,131.79999999999998,37.63333333333333,5-10yr,90-120sqm,3-4M
Desheng Apartment,Yuhang,Wuchang,156.5,18221.0,85.9,4BR 2LR,4,2,Low Floor,25.0,Southeast,Medium,2018.0,8.0,0,76 days ago,https://hz.lianjia.com/ershoufang/100002912.html,Low Floor,2,0,1,False,False,False,False,False,False,False,False,False,False,False,True,0.25,39.125,21.475,5-10yr,70-90sqm,1.5-2M
Qingbo Villa,Xihu,Wensan Road,303.7,57632.0,52.7,5BR 3LR,5,3,High Floor,32.0,East,Simple,2011.0,15.0,0,163 days ago,https://hz.lianjia.com/ershoufang/100002913.html,High Floor,1,2,0,False,False,False,False,False,False,False,False,False,False,True,False,0.75,60.739999999999995,10.540000000000001,10-15yr,50-70sqm,3-4M
Evergrande Community,Linping,Central,393.8,33513.0,117.5,2BR 1LR,2,1,High Floor,25.0,North-South,Simple,2024.0,2.0,1,105 days ago,https://hz.lianjia.com/ershoufang/100002914.html,High Floor,1,2,1,False,False,False,False,False,True,False,False,False,False,False,False,0.75,196.9,58.75,0-5yr,90-120sqm,3-4M
Sunac Court,Qiantang,Baiyang,278.3,23645.0,117.7,3BR 2LR,3,2,Middle Floor,25.0,South,Fine,2020.0,6.0,0,167 days ago,https://hz.lianjia.com/ershoufang/100002915.html,Middle Floor,3,1,1,False,False,False,False,False,False,True,False,False,False,False,False,0.5,92.76666666666667,39.233333333333334,5-10yr,90-120sqm,2-3M
Sanliting Garden,Qiantang,Dajiangdong,352.4,27810.0,126.7,5BR 2LR,5,2,Low Floor,33.0,North-South,Fine,2014.0,12.0,0,161 days ago,https://hz.lianjia.com/ershoufang/100002916.html,Low Floor,3,0,1,False,False,False,False,False,False,True,False,False,False,False,False,0.25,70.47999999999999,25.34,10-15yr,120-150sqm,3-4M
Greentown Place,Yuhang,Old Yuhang,99.2,16342.0,60.7,4BR 2LR,4,2,Low Floor,25.0,South,Fine,2009.0,17.0,0,6 days ago,https://hz.lianjia.com/ershoufang/100002917.html,Low Floor,3,0,1,False,False,False,False,False,False,False,False,False,False,False,True,0.25,24.8,15.175,15-20yr,50-70sqm,<1M
COLI New Village,Gongshu,Kangqiao,220.2,30630.0,71.9,3BR 2LR,3,2,Middle Floor,18.0,South,Fine,2010.0,16.0,0,151 days ago,https://hz.lianjia.com/ershoufang/100002918.html,Middle Floor,3,1,1,False,False,True,False,False,False,False,False,False,False,False,False,0.5,73.39999999999999,23.96666666666667,15-20yr,70-90sqm,2-3M
Poly Garden,Yuhang,Xianlin,184.1,22391.0,82.2,2BR 1LR,2,1,High Floor,11.0,South,Fine,2021.0,5.0,0,51 days ago,https://hz.lianjia.com/ershoufang/100002919.html,High Floor,3,2,1,False,False,False,False,False,False,False,False,False,False,False,True,0.75,92.05,41.1,0-5yr,70-90sqm,1.5-2M
Jinjiang Center,Binjiang,Changhe,299.2,29331.0,102.0,2BR 1LR,2,1,Middle Floor,11.0,North,Luxury,2006.0,20.0,1,1 days ago,https://hz.lianjia.com/ershoufang/100002920.html,Middle Floor,4,1,0,True,False,False,False,False,False,False,False,False,False,False,False,0.5,149.6,51.0,15-20yr,90-120sqm,2-3M
Gemdale Garden,Yuhang,Old Yuhang,285.2,27878.0,102.3,2BR 2LR,2,2,Low Floor,7.0,South,Fine,2025.0,1.0,0,119 days ago,https://hz.lianjia.com/ershoufang/100002921.html,Low Floor,3,0,1,False,False,False,False,False,False,False,False,False,False,False,True,0.25,142.6,51.15,0-5yr,90-120sqm,2-3M
Desheng Place,Xiaoshan,Xintang,344.4,26171.0,131.6,3BR 2LR,3,2,High Floor,25.0,South,Luxury,2021.0,5.0,0,18 days ago,https://hz.lianjia.com/ershoufang/100002922.html,High Floor,4,2,1,False,False,False,False,False,False,False,False,False,True,False,False,0.75,114.8,43.86666666666667,0-5yr,120-150sqm,3-4M
Greentown New Village,Xihu,Zhuantang,147.0,42725.0,34.4,3BR 1LR,3,1,High Floor,32.0,Northwest,Simple,2015.0,11.0,0,4 days ago,https://hz.lianjia.com/ershoufang/100002923.html,High Floor,1,2,0,False,False,False,False,False,False,False,False,False,False,True,False,0.75,49.0,11.466666666666667,10-15yr,<50sqm,1-1.5M
Poly Bay,Shangcheng,Hubin,393.4,47856.0,82.2,3BR 2LR,3,2,High Floor,25.0,Southeast,Medium,1997.0,29.0,1,40 days ago,https://hz.lianjia.com/ershoufang/100002924.html,High Floor,2,2,1,False,False,False,False,False,False,False,True,False,False,False,False,0.75,131.13333333333333,27.400000000000002,20-30yr,70-90sqm,3-4M
Jingfang New Village,Xiaoshan,Shushan,354.9,28897.0,122.8,3BR 2LR,3,2,High Floor,25.0,South,Luxury,2025.0,13.0,1,32 days ago,https://hz.lianjia.com/ershoufang/100002925.html,High Floor,4,2,1,False,False,False,False,False,False,False,False,False,True,False,False,0.75,118.3,40.93333333333333,10-15yr,120-150sqm,3-4M
Wangjiang Complex,Gongshu,Xiangfu,229.2,45926.0,49.9,3BR 2LR,3,2,Low Floor,11.0,Southwest,Fine,2016.0,10.0,0,109 days ago,https://hz.lianjia.com/ershoufang/100002926.html,Low Floor,3,0,1,False,False,True,False,False,False,False,False,False,False,False,False,0.25,76.39999999999999,16.633333333333333,5-10yr,<50sqm,2-3M
COLI Complex,Jianggan,Central,332.5,35751.0,93.0,2BR 2LR,2,2,High Floor,25.0,West,Medium,2007.0,19.0,0,1 days ago,https://hz.lianjia.com/ershoufang/100002927.html,High Floor,2,2,0,False,False,False,True,False,False,False,False,False,False,False,False,0.75,166.25,46.5,15-20yr,90-120sqm,3-4M
Zhaohui Bay,Xiacheng,Central,241.5,34905.0,69.2,2BR 2LR,2,2,Low Floor,18.0,North-South,Simple,1990.0,36.0,1,70 days ago,https://hz.lianjia.com/ershoufang/100002928.html,Low Floor,1,0,1,False,False,False,False,False,False,False,False,True,False,False,False,0.25,120.75,34.6,30yr+,50-70sqm,2-3M
CIFI Garden,Yuhang,Gouzhuang,219.7,20174.0,108.9,2BR 2LR,2,2,High Floor,11.0,Northwest,Unfinished,2010.0,16.0,0,126 days ago,https://hz.lianjia.com/ershoufang/100002929.html,High Floor,0,2,0,False,False,False,False,False,False,False,False,False,False,False,True,0.75,109.85,54.45,15-20yr,90-120sqm,2-3M
Jingfang Community,Yuhang,Wuchang,699.7,47056.0,148.7,4BR 2LR,4,2,Low Floor,18.0,North-South,Medium,2009.0,17.0,1,25 days ago,https://hz.lianjia.com/ershoufang/100002930.html,Low Floor,2,0,1,False,False,False,False,False,False,False,False,False,False,False,True,0.25,174.925,37.175,15-20yr,120-150sqm,>5M
Jinmao Complex,Yuhang,Wuchang,351.3,29174.0,120.4,3BR 1LR,3,1,High Floor,33.0,South,Luxury,2019.0,7.0,0,143 days ago,https://hz.lianjia.com/ershoufang/100002931.html,High Floor,4,2,1,False,False,False,False,False,False,False,False,False,False,False,True,0.75,117.10000000000001,40.13333333333333,5-10yr,120-150sqm,3-4M
Longfor Apartment,Xiacheng,Central,369.8,55365.0,66.8,3BR 2LR,3,2,Middle Floor,7.0,Southeast,Fine,2013.0,32.0,1,24 days ago,https://hz.lianjia.com/ershoufang/100002932.html,Middle Floor,3,1,1,False,False,False,False,False,False,False,False,True,False,False,False,0.5,123.26666666666667,22.266666666666666,30yr+,50-70sqm,3-4M
Hubin City,Qiantang,Xiasha,303.3,34347.0,88.3,1BR 1LR,1,1,Middle Floor,33.0,South,Medium,2025.0,1.0,1,69 days ago,https://hz.lianjia.com/ershoufang/100002933.html,Middle Floor,2,1,1,False,False,False,False,False,False,True,False,False,False,False,False,0.5,303.3,88.3,0-5yr,70-90sqm,3-4M
COLI Place,Xihu,Liuxia,501.9,44181.0,113.6,3BR 2LR,3,2,High Floor,18.0,South,Medium,2025.0,1.0,1,89 days ago,https://hz.lianjia.com/ershoufang/100002934.html,High Floor,2,2,1,False,False,False,False,False,False,False,False,False,False,True,False,0.75,167.29999999999998,37.86666666666667,0-5yr,90-120sqm,>5M
Wangjiang City,Yuhang,Liangzhu,221.2,29769.0,74.3,3BR 1LR,3,1,Low Floor,32.0,Southwest,Fine,2021.0,5.0,0,16 days ago,https://hz.lianjia.com/ershoufang/100002935.html,Low Floor,3,0,1,False,False,False,False,False,False,False,False,False,False,False,True,0.25,73.73333333333333,24.766666666666666,0-5yr,70-90sqm,2-3M
Daguan Garden,Xihu,Wensan Road,216.7,31092.0,69.7,4BR 2LR,4,2,High Floor,18.0,North-South,Medium,2016.0,10.0,1,25 days ago,https://hz.lianjia.com/ershoufang/100002936.html,High Floor,2,2,1,False,False,False,False,False,False,False,False,False,False,True,False,0.75,54.175,17.425,5-10yr,50-70sqm,2-3M
Jinmao New Village,Xihu,Cuiyuan,251.9,51090.0,49.3,3BR 2LR,3,2,Middle Floor,25.0,South,Fine,2014.0,12.0,0,69 days ago,https://hz.lianjia.com/ershoufang/100002937.html,Middle Floor,3,1,1,False,False,False,False,False,False,False,False,False,False,True,False,0.5,83.96666666666667,16.433333333333334,10-15yr,<50sqm,2-3M
Jinjiang Court,Shangcheng,Ziyang,443.4,38560.0,115.0,2BR 2LR,2,2,Middle Floor,18.0,East,Simple,2011.0,15.0,1,128 days ago,https://hz.lianjia.com/ershoufang/100002938.html,Middle Floor,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,0.5,221.7,57.5,10-15yr,90-120sqm,4-5M
CR Land Mansion,Yuhang,Xianlin,214.6,29243.0,73.4,3BR 1LR,3,1,High Floor,33.0,North-South,Medium,2015.0,11.0,0,77 days ago,https://hz.lianjia.com/ershoufang/100002939.html,High Floor,2,2,1,False,False,False,False,False,False,False,False,False,False,False,True,0.75,71.53333333333333,24.46666666666667,10-15yr,70-90sqm,2-3M
Jinmao New Village,Linping,Central,161.2,19379.0,83.2,3BR 2LR,3,2,High Floor,25.0,East,Fine,2024.0,2.0,1,15 days ago,https://hz.lianjia.com/ershoufang/100002940.html,High Floor,3,2,0,False,False,False,False,False,True,False,False,False,False,False,False,0.75,53.73333333333333,27.733333333333334,0-5yr,70-90sqm,1.5-2M
Poly Villa,Xiaoshan,Beigan,367.8,42326.0,86.9,3BR 1LR,3,1,High Floor,25.0,North-South,Simple,2025.0,1.0,0,67 days ago,https://hz.lianjia.com/ershoufang/100002942.html,High Floor,1,2,1,False,False,False,False,False,False,False,False,False,True,False,False,0.75,122.60000000000001,28.96666666666667,0-5yr,70-90sqm,3-4M
Wensan Complex,Fuyang,Central,366.3,26389.0,138.8,5BR 2LR,5,2,High Floor,25.0,North-South,Simple,1996.0,30.0,0,24 days ago,https://hz.lianjia.com/ershoufang/100002943.html,High Floor,1,2,1,False,True,False,False,False,False,False,False,False,False,False,False,0.75,73.26,27.76,20-30yr,120-150sqm,3-4M
Sanliting Mansion,Binjiang,Xixing,439.9,45352.0,97.0,3BR 2LR,3,2,Middle Floor,18.0,Southeast,Fine,2025.0,1.0,0,58 days ago,https://hz.lianjia.com/ershoufang/100002945.html,Middle Floor,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,0.5,146.63333333333333,32.333333333333336,0-5yr,90-120sqm,4-5M
Poly City,Binjiang,Xixing,434.5,47847.0,90.8,5BR 2LR,5,2,Middle Floor,32.0,East-West,Fine,2023.0,3.0,0,164 days ago,https://hz.lianjia.com/ershoufang/100002946.html,Middle Floor,3,1,0,True,False,False,False,False,False,False,False,False,False,False,False,0.5,86.9,18.16,0-5yr,90-120sqm,4-5M
Desheng Court,Linping,Central,240.6,37357.0,64.4,3BR 2LR,3,2,High Floor,7.0,East,Luxury,2017.0,9.0,0,7 days ago,https://hz.lianjia.com/ershoufang/100002947.html,High Floor,4,2,0,False,False,False,False,False,True,False,False,False,False,False,False,0.75,80.2,21.46666666666667,5-10yr,50-70sqm,2-3M
Shimao New Village,Yuhang,Xianlin,421.5,43188.0,97.6,2BR 2LR,2,2,Low Floor,33.0,South,Fine,2015.0,11.0,1,164 days ago,https://hz.lianjia.com/ershoufang/100002948.html,Low Floor,3,0,1,False,False,False,False,False,False,False,False,False,False,False,True,0.25,210.75,48.8,10-15yr,90-120sqm,4-5M
Country Garden Apartment,Jianggan,Central,378.4,47297.0,80.0,3BR 1LR,3,1,Low Floor,25.0,Southwest,Medium,2014.0,12.0,1,24 days ago,https://hz.lianjia.com/ershoufang/100002949.html,Low Floor,2,0,1,False,False,False,True,False,False,False,False,False,False,False,False,0.25,126.13333333333333,26.666666666666668,10-15yr,70-90sqm,3-4M
Merchants Court,Gongshu,Banshan,271.4,42741.0,63.5,1BR 0LR,1,0,High Floor,18.0,North-South,Medium,2021.0,5.0,0,103 days ago,https://hz.lianjia.com/ershoufang/100002950.html,High Floor,2,2,1,False,False,True,False,False,False,False,False,False,False,False,False,0.75,271.4,63.5,0-5yr,50-70sqm,2-3M
Zhaohui Center,Xiaoshan,Beigan,266.4,30200.0,88.2,1BR 1LR,1,1,Middle Floor,25.0,South,Medium,2014.0,12.0,1,144 days ago,https://hz.lianjia.com/ershoufang/100002951.html,Middle Floor,2,1,1,False,False,False,False,False,False,False,False,False,True,False,False,0.5,266.4,88.2,10-15yr,70-90sqm,2-3M
Gemdale Complex,Xiaoshan,Chengxiang,601.8,52880.0,113.8,3BR 1LR,3,1,Middle Floor,11.0,Northeast,Simple,2002.0,24.0,1,116 days ago,https://hz.lianjia.com/ershoufang/100002952.html,Middle Floor,1,1,0,False,False,False,False,False,False,False,False,False,True,False,False,0.5,200.6,37.93333333333333,20-30yr,90-120sqm,>5M
Yango Center,Shangcheng,Nanxing,302.7,45868.0,66.0,3BR 2LR,3,2,High Floor,25.0,West,Fine,2016.0,10.0,0,116 days ago,https://hz.lianjia.com/ershoufang/100002953.html,High Floor,3,2,0,False,False,False,False,False,False,False,True,False,False,False,False,0.75,100.89999999999999,22.0,5-10yr,50-70sqm,3-4M
Zhaohui New Village,Linping,Central,195.2,29581.0,66.0,3BR 2LR,3,2,Low Floor,7.0,South,Fine,2018.0,8.0,0,173 days ago,https://hz.lianjia.com/ershoufang/100002954.html,Low Floor,3,0,1,False,False,False,False,False,True,False,False,False,False,False,False,0.25,65.06666666666666,22.0,5-10yr,50-70sqm,1.5-2M
Vanke World,Jianggan,Central,170.5,20743.0,82.2,2BR 1LR,2,1,Low Floor,18.0,South,Simple,2016.0,10.0,0,8 days ago,https://hz.lianjia.com/ershoufang/100002955.html,Low Floor,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,0.25,85.25,41.1,5-10yr,70-90sqm,1.5-2M
Desheng Mansion,Binjiang,Xixing,423.8,54611.0,77.6,3BR 1LR,3,1,Low Floor,32.0,North-South,Unfinished,2009.0,17.0,0,81 days ago,https://hz.lianjia.com/ershoufang/100002956.html,Low Floor,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,0.25,141.26666666666668,25.866666666666664,15-20yr,70-90sqm,4-5M
Gemdale Garden,Binjiang,Puyan,526.6,37213.0,141.5,3BR 2LR,3,2,High Floor,25.0,South,Fine,2011.0,15.0,0,49 days ago,https://hz.lianjia.com/ershoufang/100002957.html,High Floor,3,2,1,True,False,False,False,False,False,False,False,False,False,False,False,0.75,175.53333333333333,47.166666666666664,10-15yr,120-150sqm,>5M
Jinjiang World,Linping,Central,344.6,29579.0,116.5,3BR 2LR,3,2,High Floor,18.0,East,Fine,2007.0,19.0,1,19 days ago,https://hz.lianjia.com/ershoufang/100002958.html,High Floor,3,2,0,False,False,False,False,False,True,False,False,False,False,False,False,0.75,114.86666666666667,38.833333333333336,15-20yr,90-120sqm,3-4M
Daguan Place,Jianggan,Central,139.5,14502.0,96.2,2BR 1LR,2,1,High Floor,25.0,Southeast,Fine,2009.0,17.0,1,101 days ago,https://hz.lianjia.com/ershoufang/100002959.html,High Floor,3,2,1,False,False,False,True,False,False,False,False,False,False,False,False,0.75,69.75,48.1,15-20yr,90-120sqm,1-1.5M
Evergrande Homeland,Binjiang,Changhe,481.5,51064.0,94.3,3BR 2LR,3,2,High Floor,33.0,South,Fine,2023.0,3.0,0,120 days ago,https://hz.lianjia.com/ershoufang/100002960.html,High Floor,3,2,1,True,False,False,False,False,False,False,False,False,False,False,False,0.75,160.5,31.433333333333334,0-5yr,90-120sqm,4-5M
Jinjiang City,Gongshu,Banshan,260.0,34905.0,74.5,3BR 2LR,3,2,High Floor,18.0,North-South,Medium,1998.0,28.0,1,169 days ago,https://hz.lianjia.com/ershoufang/100002961.html,High Floor,2,2,1,False,False,True,False,False,False,False,False,False,False,False,False,0.75,86.66666666666667,24.833333333333332,20-30yr,70-90sqm,2-3M
Wensan Court,Linan,Central,139.7,15558.0,89.8,3BR 2LR,3,2,High Floor,33.0,South,Medium,2006.0,20.0,0,105 days ago,https://hz.lianjia.com/ershoufang/100002962.html,High Floor,2,2,1,False,False,False,False,True,False,False,False,False,False,False,False,0.75,46.56666666666666,29.933333333333334,15-20yr,70-90sqm,1-1.5M
Desheng Center,Xiaoshan,Chengxiang,163.5,17117.0,95.5,3BR 2LR,3,2,Middle Floor,18.0,Southwest,Luxury,2012.0,14.0,1,88 days ago,https://hz.lianjia.com/ershoufang/100002963.html,Middle Floor,4,1,1,False,False,False,False,False,False,False,False,False,True,False,False,0.5,54.5,31.833333333333332,10-15yr,90-120sqm,1.5-2M
Poly City,Xiaoshan,Ningwei,217.4,33336.0,65.2,5BR 2LR,5,2,Low Floor,32.0,North-South,Fine,2021.0,5.0,1,53 days ago,https://hz.lianjia.com/ershoufang/100002964.html,Low Floor,3,0,1,False,False,False,False,False,False,False,False,False,True,False,False,0.25,43.480000000000004,13.040000000000001,0-5yr,50-70sqm,2-3M
Zhaohui World,Linan,Central,320.7,23340.0,137.4,3BR 1LR,3,1,Low Floor,7.0,South,Fine,2008.0,18.0,0,68 days ago,https://hz.lianjia.com/ershoufang/100002966.html,Low Floor,3,0,1,False,False,False,False,True,False,False,False,False,False,False,False,0.25,106.89999999999999,45.800000000000004,15-20yr,120-150sqm,3-4M
CR Land Mansion,Yuhang,Cangqian,526.1,36306.0,144.9,2BR 1LR,2,1,Middle Floor,18.0,East,Medium,2018.0,8.0,1,174 days ago,https://hz.lianjia.com/ershoufang/100002967.html,Middle Floor,2,1,0,False,False,False,False,False,False,False,False,False,False,False,True,0.5,263.05,72.45,5-10yr,120-150sqm,>5M
Jinmao Garden,Qiantang,Dajiangdong,145.3,32727.0,44.4,2BR 1LR,2,1,Middle Floor,33.0,South,Medium,2014.0,12.0,1,41 days ago,https://hz.lianjia.com/ershoufang/100002968.html,Middle Floor,2,1,1,False,False,False,False,False,False,True,False,False,False,False,False,0.5,72.65,22.2,10-15yr,<50sqm,1-1.5M
